260, .563
261, .550
262, .721
263, .690
264, .567
265, .564
266, .556
267, .569
268, .555
269, .586
270, .596
271, .590
272, .545
273, .547
274, .568
275, .546
276, .564
277, .546
278, .545
279, .671
280, .591
281, .556
282, .555
283, .542
284, .549
285, .584
286, .566
287, .560
288, .596
289, .588
290, .554
291, .574
292, .562
293, .565
294, .565
295, .551
296, .659
297, .591
298, .598
299, .539
300, .552
301, .548
302, .570
303, .586
304, .576
305, .612
306, .578
307, .550
308, .588
309, .560
310, .558
311, .572
312, .558
313, .642
314, .618
315, .584
316, .554
317, .550
318, .553
319, .560
320, .588
321, .558
322, .582
323, .606
324, .542
325, .544
326, .565
327, .555
328, .552
329, .565
330, .587
331, .603
332, .577
333, .556
334, .542
335, .571
336, .564
337, .564
338, .541
339, .569
340, .645
341, .575
342, .562
343, .553
344, .560
345, .546
346, .545
347, .584
348, .557
349, .585
350, .577
351, .564
352, .567
353, .549
354, .567
355, .559
356, .566
357, .649
358, .602
359, .572
360, .542
361, .554
362, .567
363, .552
364, .578
365, .566
366, .579
367, .579
368, .557
369, .580
370, .578
371, .549
372, .555
373, .564
374, .640
375, .599
376, .587
377, .567
378, .552
379, .569
380, .568
381, .564
382, .557
383, .623
384, .595
385, .613
386, .548
387, .554
388, .544
389, .558
390, .550
391, .591
392, .603
393, .590
394, .562
395, .559
396, .579
397, .545
398, .548
399, .561
400, .565
401, .684
402, .570
403, .557
404, .562
405, .581
406, .563
407, .546
408, .559
409, .604
410, .598
411, .564
412, .556
413, .610
414, .566
415, .547
416, .558
417, .578
418, .681
419, .583
420, .547
421, .561
422, .561
423, .564
424, .584
425, .578
426, .615
427, .604
428, .547
429, .554
430, .569
431, .563
432, .549
433, .558
434, .568
435, .655
436, .585
437, .570
438, .597
439, .596
440, .606
441, .595
442, .590
443, .701
444, .681
445, .629
446, .589
447, .596
448, .606
449, .608
450, .588
451, .800
452, .615
453, .572
454, .580
455, .576
456, .703
457, .606
458, .613
459, .881
460, .685
461, .596
462, .567
463, .629
464, .643
465, .697
466, .880
467, .718
468, .630
469, .622
470, .602
471, .604
472, .625
473, .606
474, .779
475, .672
476, .607
477, .706
478, .953
479, .960
480, .973
481, 1.030
482, .733
483, .656
484, .582
485, .595
486, .617
487, .623
488, .644
489, .621
490, .588
491, .654
492, .611
493, .589
494, .684
495, .638
496, .718
497, .582
498, .683
499, .576
500, .646
501, .580
502, .625
503, .685
504, .786
505, .648
506, .614
507, .653
508, .619
509, .620
510, .701
511, .740
512, .589
513, .579
514, .620
515, .576
516, .585
517, .586
518, .623
519, .731
520, .581
521, .562
522, .580
523, .582
524, .570
525, .572
526, .670
527, .725
528, .674
529, .631
530, .712
531, .590
532, .644
533, .612
534, .738
535, .693
536, .687
537, .626
538, .636
539, .686
540, .580
541, .651
542, .732
543, .706
544, .593
545, .564
546, .603
547, .646
548, .574
549, .637
550, .655
551, .592
552, .600
553, .577
554, .639
555, .624
556, .591
557, .679
558, .749
559, .606
560, .595
561, .570
562, .570
563, .566
564, .581
565, .634
566, .665
567, .650
568, .594
569, .611
570, .666
571, .605
572, .595
573, .666
574, .769
575, .628
576, .591
577, .695
578, .659
579, .727
580, .758
581, .965
582, .875
583, .647
584, .748
585, .807
586, .788
587, .954
588, .876
589, .743
590, .657
591, .613
592, .644
593, .671
594, .669
595, .606
596, .602
597, .586
598, .602
599, .590
600, .601
601, .621
602, .745
603, .643
604, .617
605, .589
606, .650
607, .582
608, .621
609, .609
610, .640
611, .627
612, .605
613, .597
614, .598
615, .578
616, .609
617, .604
618, .623
619, .601
620, .581
621, .607
622, .581
623, .571
624, .581
625, .577
626, .698
627, .613
628, .688
629, .629
630, .592
631, .576
632, .578
633, .654
634, .717
635, .632
636, .609
637, .599
638, .588
639, .646
640, .680
641, .734
642, .742
643, .656
644, .613
645, .669
646, .611
647, .630
648, .607
649, .671
650, .799
651, .590
652, .609
653, .593
654, .577
655, .617
656, .585
657, .697
658, .633
659, .602
660, .578
661, .603
662, .629
663, .581
664, .622
665, .648
666, .639
667, .612
668, .592
669, .592
670, .583
671, .620
672, .603
673, .627
674, .706
675, .626
676, .590
677, .594
678, .624
679, .596
680, .604
681, .689
682, .616
683, .611
684, .628
685, .598
686, .615
687, .598
688, .597
689, .673
690, .649
691, .649
692, .657
693, .680
694, .680
695, .630
696, .690
697, .644
698, .631
699, .581
700, .634
701, .591
702, .635
703, .584
704, .595
705, .640
706, .612
707, .633
708, .639
709, .618
710, .609
711, .604
712, .609
713, .719
714, .612
715, .598
716, .591
717, .624
718, .666
719, .646
720, .634
721, .718
722, .727
723, .664
724, .658
725, .748
726, .605
727, .649
728, .686
729, .707
730, .631
731, .600
732, .585
733, .598
734, .596
735, .685
736, .632
737, .607
738, .609
739, .585
740, .595
741, .652
742, .687
743, .772
744, .747
745, .665
746, .666
747, .591
748, .618
749, .634
750, .620
751, .671
752, .736
753, .624
754, .618
755, .595
756, .603
757, .617
758, .650
759, .658
760, .665
761, .604
762, .617
763, .583
764, .612
765, .592
766, .619
767, .627
768, .623
769, .635
770, .598
771, .607
772, .601
773, .588
774, .611
775, .639
776, .642
777, .604
778, .615
779, .638
780, .631
781, .617
782, .595
783, .768
784, .680
785, .599
786, .654
787, .612
788, .634
789, .651
790, .697
791, .656
792, .662
793, .629
794, .696
795, .630
796, .607
797, .609
798, .643
799, .636
800, .645
801, .627
802, .610
803, .585
804, .596
805, .596
806, .635
807, .714
808, .594
809, .584
810, .610
811, .590
812, .602
813, .612
814, .711
815, .620
816, .607
817, .610
818, .594
819, .611
820, .590
821, .622
822, .635
823, .615
824, .595
825, .601
826, .622
827, .619
828, .593
829, .596
830, .673
831, .690
832, .659
833, .581
834, .592
835, .611
836, .621
837, .591
838, .669
839, .652
840, .620
841, .610
842, .592
843, .631
844, .594
845, .590
846, .631
847, .657
848, .683
849, .591
850, .580
851, .606
852, .592
853, .583
854, .627
855, .687
856, .600
857, .588
858, .586
859, .583
860, .589
861, .607
862, .610
863, .649
864, .632
865, .602
866, .629
867, .583
868, .614
869, .592
870, .611
871, .696
872, .630
873, .598
874, .603
875, .622
876, .593
877, .637
878, .620
879, .645
880, .616
881, .592
882, .602
883, .591
884, .594
885, .590
886, .625
887, .660
888, .610
889, .592
890, .590
891, .614
892, .594
893, .579
894, .598
895, .626
896, .688
897, .598
898, .591
899, .597
900, .585
901, .595
902, .615
903, .649
904, .621
905, .597
906, .594
907, .637
908, .600
909, .590
910, .596
911, .645
912, .706
913, .612
914, .597
915, .597
916, .595
917, .604
918, .600
919, .646
920, .657
921, .611
922, .601
923, .620
924, .607
925, .588
926, .606
927, .653
928, .706
929, .597
930, .617
931, .585
932, .589
933, .593
934, .600
935, .634
936, .654
937, .590
938, .598
939, .624
940, .586
941, .614
942, .597
943, .621
944, .705
945, .618
946, .602
947, .582
948, .596
949, .606
950, .605
951, .659
952, .632
953, .596
954, .606
955, .601
956, .604
957, .596
958, .594
959, .612
960, .703
961, .635
962, .616
963, .616
964, .594
965, .595
966, .600
967, .616
968, .647
969, .631
970, .606
971, .607
972, .637
973, .583
974, .606
975, .637
976, .639
977, .619
978, .595
979, .597
980, .684
981, .608
982, .614
983, .664
984, .702
985, .630
986, .659
987, .617
988, .616
989, .597
990, .641
991, .705
992, .640
993, .598
994, .606
995, .596
996, .591
997, .609
998, .600
999, .618
1000, .643
1001, .630
1002, .629
1003, .639
1004, .593
1005, .597
1006, .595
1007, .690
1008, .644
1009, .659
1010, .595
1011, .630
1012, .640
1013, .627
1014, .604
1015, .646
1016, .643
1017, .609
1018, .620
1019, .597
1020, .624
1021, .604
1022, .616
1023, .708
1024, .645
1025, .599
1026, .604
1027, .605
1028, .594
1029, .618
1030, .608
1031, .651
1032, .628
1033, .613
1034, .598
1035, .596
1036, .595
1037, .608
1038, .635
1039, .644
1040, .638
1041, .595
1042, .598
1043, .639
1044, .598
1045, .601
1046, .599
1047, .646
1048, .696
1049, .615
1050, .596
1051, .617
1052, .601
1053, .621
1054, .609
1055, .639
1056, .647
1057, .612
1058, .622
1059, .609
1060, .603
1061, .594
1062, .595
1063, .711
1064, .642
1065, .618
1066, .603
1067, .599
1068, .617
1069, .603
1070, .599
1071, .632
1072, .652
1073, .612
1074, .645
1075, .598
1076, .604
1077, .603
1078, .587
1079, .702
1080, .646
1081, .609
1082, .593
1083, .598
1084, .599
1085, .616
1086, .612
1087, .622
1088, .647
1089, .607
1090, .611
1091, .600
1092, .596
1093, .603
1094, .620
1095, .622
1096, .651
1097, .606
1098, .602
1099, .613
1100, .596
1101, .617
1102, .598
1103, .683
1104, .647
1105, .621
1106, .601
1107, .607
1108, .597
1109, .638
1110, .598
1111, .611
1112, .651
1113, .615
1114, .632
1115, .604
1116, .604
1117, .603
1118, .605
1119, .640
1120, .665
1121, .625
1122, .589
1123, .599
1124, .626
1125, .598
1126, .601
1127, .612
1128, .664
1129, .676
1130, .605
1131, .606
1132, .602
1133, .606
1134, .606
1135, .666
1136, .635
1137, .610
1138, .599
1139, .608
1140, .637
1141, .614
1142, .614
1143, .623
1144, .650
1145, .678
1146, .597
1147, .612
1148, .596
1149, .600
1150, .610
1151, .622
1152, .652
1153, .609
1154, .612
1155, .620
1156, .608
1157, .604
1158, .613
1159, .672
1160, .680
1161, .608
1162, .603
1163, .607
1164, .615
1165, .613
1166, .609
1167, .617
1168, .662
1169, .669
1170, .648
1171, .605
1172, .660
1173, .608
1174, .634
1175, .667
1176, .669
1177, .632
1178, .633
1179, .612
1180, .627
1181, .624
1182, .599
1183, .768
1184, .656
1185, .600
1186, .629
1187, .594
1188, .598
1189, .614
1190, .604
1191, .652
1192, .650
1193, .612
1194, .610
1195, .604
1196, .611
1197, .598
1198, .640
1199, .658
1200, .648
1201, .606
1202, .615
1203, .628
1204, .602
